Fri Jan 06 09:40:00 +0000 2012,GOOGL,656.3600000,657.6500000,655.8800000,657.2000000,2650
Fri Jan 06 09:45:00 +0000 2012,GOOGL,656.5500000,656.5500000,654.9700000,655.2400000,11405
Fri Jan 06 09:50:00 +0000 2012,GOOGL,655.1800000,655.5200000,654.1200000,654.7100000,5498
Fri Jan 06 09:55:00 +0000 2012,GOOGL,654.5800000,654.5800000,652.6800000,653.5400000,4420
Fri Jan 06 10:00:00 +0000 2012,GOOGL,653.7600000,654.7900000,653.7600000,654.6700000,2879
Fri Jan 06 10:05:00 +0000 2012,GOOGL,654.4500000,654.7500000,654.2000000,654.4800000,5975
Fri Jan 06 10:10:00 +0000 2012,GOOGL,654.0400000,654.2100000,652.9500000,653.8200000,3120
Fri Jan 06 10:15:00 +0000 2012,GOOGL,653.8300000,653.8300000,653.0200000,653.0200000,3463
Fri Jan 06 10:20:00 +0000 2012,GOOGL,653.0300000,653.5000000,652.5600000,652.5600000,4260
Fri Jan 06 10:25:00 +0000 2012,GOOGL,652.3200000,653.2300000,651.7800000,653.0000000,6030
Fri Jan 06 10:30:00 +0000 2012,GOOGL,653.0000000,653.1100000,652.6600000,652.7000000,2707
Fri Jan 06 10:35:00 +0000 2012,GOOGL,652.7400000,654.0000000,652.7400000,654.0000000,2700
Fri Jan 06 10:40:00 +0000 2012,GOOGL,654.1300000,654.1300000,653.4100000,653.7000000,2600
Fri Jan 06 10:45:00 +0000 2012,GOOGL,653.3300000,653.6800000,653.2400000,653.6800000,3454
Fri Jan 06 10:50:00 +0000 2012,GOOGL,653.7600000,654.5300000,653.6800000,654.5300000,7342
Fri Jan 06 10:55:00 +0000 2012,GOOGL,654.5500000,655.0000000,654.4400000,654.8800000,7934
Fri Jan 06 11:00:00 +0000 2012,GOOGL,654.9600000,655.1100000,654.1000000,654.1200000,3559
Fri Jan 06 11:05:00 +0000 2012,GOOGL,654.2400000,654.6000000,654.1900000,654.2200000,1500
Fri Jan 06 11:10:00 +0000 2012,GOOGL,654.2000000,654.4100000,653.9900000,654.4100000,2500
Fri Jan 06 11:15:00 +0000 2012,GOOGL,654.4700000,654.4700000,654.0150000,654.0700000,1200
